0	0.048429	0.118096	0.024274
1	0.066604	0.093522	0.008729
2	0.086805	0.092374	0.006602
3	0.108015	0.099238	0.012520
4	0.126370	0.108655	0.007571
5	0.083516	0.082844	0.015993
6	0.064238	0.085479	0.019620
7	5.335473	14.309229	7.371041
8	5.016182	22.021307	9.979545
9	3.634432	13.678816	2.776784
10	3.255218	16.178461	2.868963
11	2.850774	7.805859	1.381914
12	2.573991	9.611352	1.662536
13	2.170991	9.196541	1.137811
14	4.327114	5.262990	0.806299
15	3.111661	2.505522	0.310344
16	2.807157	2.487591	0.254309
17	2.479820	2.064120	0.348005
18	1.965618	2.159905	0.426472
19	4.994065	5.652676	0.390458
20	3.492358	2.855177	0.374258
21	2.851600	2.555647	0.325484
0	0.019745	0.036529	0.003570
1	0.025956	0.034733	0.001431
2	0.032629	0.037527	0.002024
3	0.039485	0.034861	0.002261
4	0.045363	0.035687	0.001750
5	0.030608	0.025883	0.007226
6	0.023553	0.031247	0.012046
7	2.881703	5.231953	0.394776
8	2.733470	4.528605	0.442035
9	2.073565	3.635588	0.219255
10	1.886004	3.018817	0.167728
11	1.682001	2.762894	0.157477
12	1.539617	2.687227	0.242745
13	1.327391	2.000071	0.099302
14	2.440726	1.874155	0.270405
15	1.838395	1.399455	0.245963
16	1.681969	1.038849	0.138754
17	1.510591	0.905039	0.229515
18	1.232915	0.829646	0.240738
19	2.818446	1.795102	0.126578
20	2.073487	0.988109	0.195787
21	1.740824	0.527128	0.209303
0	0.037904	0.041108	0.004522
1	0.044133	0.050192	0.002607
2	0.050135	0.052620	0.001785
3	0.055782	0.054462	0.003694
4	0.060315	0.053927	0.002343
5	0.044028	0.030106	0.006199
6	0.034197	0.068061	0.014641
7	3.021780	6.421841	0.883684
8	2.934197	5.889397	0.820900
9	2.515835	5.055365	0.401949
10	2.386500	4.415098	0.361226
11	2.239147	4.129543	0.321159
12	2.131528	3.594616	0.273858
13	1.962468	2.925750	0.150039
14	2.864894	3.172836	0.386016
15	2.446324	2.070712	0.248313
16	2.328063	1.712263	0.184324
17	2.192771	1.818406	0.247548
18	1.958241	0.944143	0.238453
19	3.306100	3.141002	0.161037
20	2.785757	1.722157	0.224024
21	2.527051	1.141540	0.199258
0	0.028612	0.031365	0.003679
1	0.029750	0.029275	0.002097
2	0.030742	0.031159	0.001177
3	0.031602	0.031589	0.002611
4	0.032250	0.030854	0.002045
5	0.025404	0.023381	0.003695
6	0.019927	0.023439	0.006040
7	1.029308	3.051811	0.375240
8	1.021544	2.663114	0.289132
9	0.981819	2.046024	0.155293
10	0.968516	1.602854	0.147546
11	0.952658	1.525504	0.135679
12	0.940551	1.373644	0.137235
13	0.920507	1.027624	0.087893
14	1.082846	1.538983	0.163052
15	1.039371	0.765079	0.106620
16	1.026049	0.768815	0.087789
17	1.010138	0.747487	0.129293
18	0.980573	0.358885	0.136014
19	1.247555	1.434984	0.079123
20	1.193181	0.718480	0.118580
21	1.163176	0.460747	0.102930
0	0.040867	0.032334	0.002458
1	0.040900	0.036822	0.001653
2	0.040927	0.042344	0.001221
3	0.040950	0.041997	0.002797
4	0.040967	0.040007	0.001918
5	0.033466	0.029945	0.005715
6	0.026587	0.029258	0.009045
