0	0.030860	0.039911	0.009199
1	0.037035	0.037186	0.005791
2	0.043073	0.046329	0.004245
3	0.048789	0.043964	0.010178
4	0.053376	0.047400	0.006249
5	0.038634	0.030428	0.011862
6	0.030126	0.036714	0.015185
7	1.250667	3.909328	0.997784
8	1.213301	3.717459	0.831780
9	1.045742	2.959978	0.552895
10	0.998553	2.058792	0.487371
11	0.948309	1.915073	0.426360
12	0.914460	1.758236	0.413278
13	0.867381	1.481784	0.280918
14	1.188472	1.419506	0.433466
15	1.038571	0.870797	0.309791
16	1.001743	0.816254	0.250897
17	0.963651	0.078094	0.223078
18	0.911012	0.822613	0.696444
19	1.368867	1.362600	0.158936
20	1.183100	0.311204	0.282247
21	1.107017	0.954344	0.235497
