0	0.010577	0.001530	0.004922
1	0.010577	0.004477	0.003661
2	0.010577	0.012006	0.001877
3	0.010577	0.010977	0.004308
4	0.010577	0.012441	0.003063
5	0.010940	0.009653	0.006230
6	0.011596	0.032746	0.009955
7	1.949936	6.384055	1.679040
8	1.949936	5.467576	1.156670
9	1.949936	4.784546	0.719042
10	1.949936	4.639501	0.776646
11	1.949936	3.463796	0.547092
12	1.949936	2.581881	0.392762
13	1.949936	2.019034	0.253930
14	2.134890	6.536340	1.425214
15	2.134890	2.910738	0.441712
16	2.134890	2.635689	0.328761
17	2.134890	2.162322	0.415268
18	2.134890	0.853979	0.340296
19	2.467450	7.485133	0.664431
20	2.467450	1.976631	0.324538
21	2.467450	1.056113	0.233642
