0	0.000000	0.051868	0.009089
1	0.000000	0.051490	0.007320
2	0.000000	0.050235	0.004398
3	0.000000	0.052339	0.010029
4	0.000000	0.058584	0.005776
5	0.000000	0.053957	0.013226
6	0.000000	0.064430	0.026967
7	0.000000	17.166441	7.071486
8	0.000000	9.819869	4.963382
9	0.000000	3.902888	0.465090
10	0.000000	-1.000000	-1.000000
11	0.000000	2.702591	0.385391
12	0.000000	2.341743	0.297141
13	0.000000	2.508368	0.213934
14	0.000000	2.186239	0.431063
15	0.000000	1.605464	0.295684
16	0.000000	1.409986	0.241291
17	0.000000	1.340420	0.324030
18	0.000000	1.000778	0.390438
19	0.000000	1.522756	0.121600
20	0.000000	0.598112	0.230910
21	0.000000	1.091162	0.254163
