0	0.030372	0.025390	0.003209
1	0.030372	0.030712	0.002096
2	0.030372	0.030721	0.001467
3	0.030372	0.028995	0.003493
4	0.030372	0.031855	0.002888
5	0.024526	0.027647	0.005114
6	0.019273	0.023118	0.007078
7	1.182619	3.260126	0.376630
8	1.182619	3.290333	0.326055
9	1.182619	2.666535	0.194210
10	1.182619	2.364653	0.194337
11	1.182619	1.917611	0.182427
12	1.182619	2.164768	0.213043
13	1.182619	1.680623	0.156883
14	1.291354	1.294740	0.170718
15	1.291354	1.007555	0.137936
16	1.291354	0.803612	0.117376
17	1.291354	1.021540	0.195217
18	1.291354	0.579579	0.223865
19	1.488479	1.303082	0.075773
20	1.488479	0.954488	0.156980
21	1.488479	0.853290	0.189669
