0	0.093784	0.058540	0.006390	1000.000000	60000.000000	0.000000	287.000000
1	4.859789	4.824250	0.813440	1000.000000	60000.000000	14000.000000	286.000000
2	4.859782	5.611770	0.237780	1000.000000	60000.000000	18000.000000	286.000000
3	4.859771	5.874230	1.796100	1000.000000	60000.000000	23000.000000	286.000000
5	4.259782	2.812790	0.180840	500.000000	50000.000000	17000.000000	279.649994
6	4.008053	3.944220	0.188210	500.000000	50000.000000	17000.000000	284.649994
8	0.094277	0.092510	0.005190	600.000000	50000.000000	0.000000	270.950012
9	0.091415	0.098450	0.004490	600.000000	50000.000000	0.000000	282.399994
10	0.089275	0.089910	0.007530	600.000000	50000.000000	0.000000	291.750000
11	3.460244	3.828490	0.680460	600.000000	33000.000000	10000.000000	300.149994
12	3.460221	4.176800	0.512940	600.000000	39000.000000	10000.000000	300.149994
13	3.460168	3.169140	0.270030	600.000000	50000.000000	10000.000000	300.149994
14	3.460134	2.498800	0.158250	600.000000	56000.000000	10000.000000	300.149994
15	0.087517	0.064700	0.016010	600.000000	60000.000000	0.000000	300.000000
16	0.087373	0.100570	0.006320	600.000000	50000.000000	0.000000	300.700012
17	0.086006	0.105110	0.007680	600.000000	50000.000000	0.000000	307.549988
18	5.119828	16.262711	3.256260	600.000000	50000.000000	8000.000000	268.000000
19	4.950946	10.772490	1.651100	600.000000	50000.000000	8000.000000	270.450012
20	4.338358	7.879910	0.633480	600.000000	50000.000000	8000.000000	280.600006
21	4.125220	5.556760	0.480530	600.000000	50000.000000	8000.000000	284.700012
22	3.867651	5.880740	0.430660	600.000000	50000.000000	8000.000000	290.149994
23	3.689099	4.606300	0.485950	600.000000	50000.000000	8000.000000	294.299988
24	3.460165	2.957650	0.240000	600.000000	50000.000000	15000.000000	300.149994
25	3.465666	5.935600	0.626160	600.000000	60000.000000	17000.000000	300.000000
26	3.428937	3.793020	0.220310	600.000000	50000.000000	8000.000000	301.000000
27	3.264751	3.571600	0.381970	600.000000	50000.000000	8000.000000	305.700012
28	0.088915	0.086750	0.002970	700.000000	50000.000000	0.000000	277.950012
29	0.081063	0.120930	0.016100	700.000000	50000.000000	0.000000	298.950012
30	3.266680	3.138520	0.354970	700.000000	50000.000000	10170.000000	309.049988
31	4.641222	5.128370	0.477650	700.000000	50000.000000	10100.000000	278.250000
32	4.003033	4.688070	0.399460	700.000000	50000.000000	10180.000000	290.350006
33	3.823292	4.478630	0.343050	700.000000	50000.000000	10130.000000	294.350006
34	3.632731	4.450990	0.680000	700.000000	50000.000000	10250.000000	298.950012
35	0.087735	0.091650	0.008110	800.000000	60000.000000	0.000000	282.000000
36	4.051662	5.549220	1.311510	800.000000	60000.000000	15000.000000	293.000000
37	0.091368	0.098920	0.026740	850.000000	50000.000000	0.000000	277.799988
38	0.085414	0.087290	0.014820	850.000000	50000.000000	0.000000	289.100006
39	0.080663	0.052680	0.011530	850.000000	50000.000000	0.000000	298.299988
40	0.079717	0.093190	0.016490	850.000000	60000.000000	0.000000	300.149994
41	3.827268	5.935600	0.626160	850.000000	60000.000000	17000.000000	300.149994
42	0.086696	0.086840	0.005810	900.000000	17000.000000	0.000000	290.000000
43	0.118312	0.119050	0.017010	1000.000000	60000.000000	0.000000	286.000000
44	10.656350	6.496110	0.860970	1000.000000	60000.000000	10000.000000	286.000000
45	10.656323	9.206410	1.837380	1000.000000	60000.000000	18000.000000	286.000000
46	10.656232	7.217960	1.105000	1000.000000	60000.000000	33000.000000	286.000000
47	0.058239	0.126510	0.021480	600.000000	50000.000000	0.000000	273.200012
48	0.057656	0.078590	0.017260	600.000000	50000.000000	0.000000	278.899994
49	0.057280	0.100840	0.013770	600.000000	50000.000000	0.000000	282.850006
50	0.056818	0.087290	0.021630	600.000000	50000.000000	0.000000	288.049988
51	0.056412	0.083620	0.008120	600.000000	50000.000000	0.000000	293.000000
52	0.056072	0.103810	0.012580	600.000000	50000.000000	0.000000	297.450012
53	0.055888	0.157320	0.019310	600.000000	60000.000000	0.000000	300.000000
54	0.055729	0.080160	0.012940	600.000000	50000.000000	0.000000	302.299988
55	0.055370	0.084510	0.034540	600.000000	50000.000000	0.000000	307.799988
56	5.194700	8.416290	0.358030	600.000000	50000.000000	8000.000000	273.149994
57	4.846231	6.690140	0.556190	600.000000	50000.000000	8000.000000	278.399994
58	4.538883	5.471190	0.888280	600.000000	50000.000000	8000.000000	283.549988
59	4.180675	4.370420	1.214140	600.000000	50000.000000	8000.000000	290.299988
60	4.052284	5.311850	1.667620	600.000000	50000.000000	8000.000000	292.950012
61	3.846195	5.067160	0.256780	600.000000	50000.000000	8000.000000	297.500000
62	3.733819	6.800150	0.616550	600.000000	60000.000000	17000.000000	300.149994
63	3.740032	6.800150	0.616550	600.000000	60000.000000	17000.000000	300.000000
64	3.638710	4.777570	0.569040	600.000000	50000.000000	8000.000000	302.500000
65	3.438109	3.912760	0.428020	600.000000	50000.000000	8000.000000	307.799988
66	0.069801	0.033000	0.015080	700.000000	50000.000000	0.000000	277.950012
67	0.068226	0.120060	0.015450	700.000000	50000.000000	0.000000	289.000000
68	0.066891	0.033000	0.015080	700.000000	50000.000000	0.000000	299.549988
69	0.066146	0.113230	0.014030	700.000000	50000.000000	0.000000	306.000000
70	6.152385	4.445330	0.837260	700.000000	50000.000000	10690.000000	279.549988
71	5.536161	7.733600	1.238110	700.000000	50000.000000	10000.000000	288.000000
72	5.219531	5.677920	1.279680	700.000000	50000.000000	10960.000000	292.950012
73	5.038658	5.297190	0.844500	700.000000	50000.000000	10000.000000	296.000000
