0	0.025693	0.030678	0.002534
1	0.030185	0.035483	0.001700
2	0.034530	0.034271	0.000926
3	0.038622	0.034397	0.002076
4	0.041906	0.038426	0.002006
5	0.030533	0.030819	0.004737
6	0.023756	0.035198	0.006264
7	1.378399	4.914845	0.324053
8	1.335913	3.595686	0.344161
9	1.134338	2.237111	0.138275
10	1.072512	1.803882	0.131249
11	1.002370	1.481603	0.116748
12	0.951346	1.379779	0.112209
13	0.871535	1.045466	0.067553
14	1.293600	1.255654	0.151092
15	1.093391	0.713547	0.105383
16	1.037231	0.535935	0.088215
17	0.973200	0.564794	0.129042
18	0.862693	0.409543	0.156596
19	1.491357	1.478878	0.073771
20	1.242287	0.689208	0.119456
21	1.119518	0.417762	0.096698
