45	1036.876687	1.661938e-13	8.658000e-01	1.661938e-13	1.077100e+04	9.000000e+03
45	12740.407227	3.736916e-08	9.208001e-01	1.554131e-14	5.176900e+04	3.497700e+04
45	143.343409	3.642878e-16	9.713993e-01	3.642878e-16	4.529100e+04	2.059100e+04
45	617.492670	1.364462e-11	9.230000e-01	2.160926e-14	4.331200e+04	1.577900e+04
45	1031.785149	2.216189e-12	8.284000e-01	3.106186e-27	4.656000e+03	1.459100e+04
45	780.897472	7.287625e-06	9.934190e-01	1.206384e-10	4.086500e+04	4.078800e+04
45	1088.487045	1.444119e-17	8.020000e-01	1.892820e-20	3.123000e+04	5.037400e+04
45	767.086321	2.489194e-10	8.130000e-01	2.489194e-10	3.858900e+04	4.297100e+04
45	99.914890	1.000000e-05	8.079926e-01	4.042231e-12	3.496800e+04	2.238101e+04
45	84.261685	1.555203e-12	9.692000e-01	1.079569e-14	2.546000e+04	1.531600e+04
45	6289.896710	2.700120e-07	8.548005e-01	1.000000e-08	3.741900e+04	7.260000e+02
45	206.475580	1.000000e-05	8.093538e-01	6.501326e-09	4.250400e+04	4.317082e+03
45	249.665592	1.963831e-15	9.890000e-01	1.963831e-15	4.371300e+04	1.474900e+04
45	1032.706811	1.296633e-12	8.240000e-01	2.093780e-26	5.872000e+03	1.083900e+04
45	142.946052	9.921662e-06	8.090333e-01	1.592229e-10	2.105098e+04	1.337601e+04
45	1035.970670	3.231116e-13	8.372000e-01	5.327971e-28	9.431000e+03	1.755400e+04
45	622.907228	2.388565e-11	9.010000e-01	1.592211e-15	4.258600e+04	2.226600e+04
45	185.216679	1.000000e-05	8.094699e-01	2.280429e-09	4.115296e+04	6.883002e+03
45	120.468944	4.729131e-11	8.000315e-01	5.612794e-16	4.598131e+04	4.382940e+04
45	723.812991	2.268306e-09	8.459956e-01	2.268306e-09	3.242100e+04	3.830800e+04
45	1079.168420	3.898322e-16	9.362000e-01	4.640427e-18	2.198700e+04	3.510900e+04
45	1031.373798	3.333929e-12	8.504000e-01	5.232007e-32	4.068000e+03	3.740800e+04
45	231.729083	1.350904e-07	9.933980e-01	1.726596e-12	1.655000e+03	4.451000e+03
45	533.714055	6.541175e-10	9.406000e-01	2.731832e-12	3.277600e+04	3.969000e+03
45	697.276417	1.652756e-11	8.834000e-01	4.083948e-14	8.630000e+02	5.965800e+04
45	1085.741730	8.495102e-16	9.626000e-01	2.233292e-18	1.271100e+04	3.670400e+04
45	1033.245954	5.467053e-13	7.844000e-01	5.467053e-13	5.864000e+03	1.564200e+04
45	167.925375	3.790753e-16	9.934000e-01	2.210661e-17	4.888800e+04	3.101700e+04
45	309.813417	2.535014e-06	8.067515e-01	7.897422e-09	4.987500e+04	3.113044e+03
45	6480.170494	2.447175e-06	8.922038e-01	1.769067e-13	3.408100e+04	2.912700e+04
45	1042.674544	3.425226e-14	8.482000e-01	3.425226e-14	1.496800e+04	2.646000e+03
45	1057.378598	1.200319e-15	8.966002e-01	6.550370e-35	2.392600e+04	4.986500e+04
45	1024.326718	1.000000e-05	8.394131e-01	1.000000e-08	2.556500e+04	2.243000e+03
45	678.705985	7.549688e-14	7.844000e-01	1.112157e-14	1.203600e+04	5.514200e+04
45	201.541713	1.000000e-05	8.093890e-01	5.130673e-09	5.452501e+04	4.896992e+03
45	530.462950	1.756629e-09	8.746000e-01	4.788281e-12	3.235100e+04	3.724000e+03
45	876.448026	9.930858e-09	7.917517e-01	9.930858e-09	4.954745e+04	2.799054e+02
45	720.976789	7.344274e-06	8.658915e-01	1.566758e-09	5.143500e+04	3.231700e+04
45	139.443087	1.000000e-05	8.093050e-01	1.633392e-10	4.716897e+04	1.333799e+04
45	1057.529469	8.011544e-16	8.460000e-01	4.613717e-31	2.377900e+04	3.471800e+04
45	1035.045958	1.444713e-12	9.758000e-01	4.816717e-29	1.133400e+04	1.851400e+04
45	1035.138271	3.159007e-13	7.800000e-01	1.263132e-13	8.591000e+03	1.975100e+04
45	1036.500313	2.096484e-13	8.196000e-01	2.096484e-13	1.009200e+04	4.872000e+03
45	1107.657732	4.099997e-16	9.956000e-01	3.240403e-20	1.912500e+04	4.603300e+04
45	1041.791765	4.300390e-14	8.394000e-01	2.678829e-29	1.427600e+04	2.264800e+04
45	368.843388	2.530059e-16	8.130000e-01	2.530059e-16	6.734000e+03	4.534700e+04
45	167.730710	1.000000e-05	8.094870e-01	9.018210e-10	4.614201e+04	9.154992e+03
45	1031.747562	1.875005e-12	8.504000e-01	1.875005e-12	5.064000e+03	2.075000e+03
45	552.558254	2.605570e-11	9.956000e-01	2.872520e-15	3.407200e+04	1.974200e+04
45	1038.457806	2.740421e-13	9.230000e-01	8.678039e-32	1.188200e+04	3.489100e+04
45	366.030550	8.155043e-17	8.108000e-01	8.155043e-17	1.053100e+04	4.809100e+04
45	119.011553	1.000000e-05	8.089059e-01	3.492464e-11	4.199601e+04	1.711198e+04
45	148.653108	2.498541e-10	9.934000e-01	3.625505e-16	1.704600e+04	2.453900e+04
45	520.039882	2.465526e-09	7.864621e-01	2.465526e-09	3.334699e+04	2.664988e+03
45	1041.012864	9.528943e-14	9.054000e-01	1.788006e-32	1.384500e+04	3.643000e+04
