0	0.112638	0.118096	0.024274
1	0.096544	0.093522	0.008729
2	0.093419	0.092374	0.006602
3	0.097896	0.099238	0.012520
4	0.105212	0.108655	0.007571
5	0.084890	0.082844	0.015993
6	0.075492	0.085479	0.019620
7	5.660609	14.309229	7.371041
8	5.290672	22.021307	9.979545
9	3.713749	13.678816	2.776784
10	3.288974	16.178461	2.868963
11	2.840467	7.805859	1.381914
12	2.536492	9.611352	1.662536
13	2.098673	9.196541	1.137811
14	4.458943	5.262990	0.806299
15	3.102297	2.505522	0.310344
16	2.768715	2.487591	0.254309
17	2.413410	2.064120	0.348005
18	1.862929	2.159905	0.426472
19	5.143292	5.652676	0.390458
20	3.473286	2.855177	0.374258
21	2.777574	2.555647	0.325484
0	0.040847	0.036529	0.003570
1	0.035710	0.034733	0.001431
2	0.033850	0.037527	0.002024
3	0.033902	0.034861	0.002261
4	0.034852	0.035687	0.001750
5	0.030536	0.025883	0.007226
6	0.028227	0.031247	0.012046
7	2.874792	5.231953	0.394776
8	2.725689	4.528605	0.442035
9	2.061901	3.635588	0.219255
10	1.873208	3.018817	0.167728
11	1.667927	2.762894	0.157477
12	1.524602	2.687227	0.242745
13	1.310841	2.000071	0.099302
14	2.429210	1.874155	0.270405
15	1.824188	1.399455	0.245963
16	1.667036	1.038849	0.138754
17	1.494818	0.905039	0.229515
18	1.215583	0.829646	0.240738
19	2.804498	1.795102	0.126578
20	2.057580	0.988109	0.195787
21	1.724070	0.527128	0.209303
0	0.046867	0.041108	0.004522
1	0.048397	0.050192	0.002607
2	0.050615	0.052620	0.001785
3	0.053267	0.054462	0.003694
4	0.055747	0.053927	0.002343
5	0.048945	0.030106	0.006199
6	0.046378	0.068061	0.014641
7	3.649922	6.421841	0.883684
8	3.477034	5.889397	0.820900
9	2.696915	5.055365	0.401949
10	2.471486	4.415098	0.361226
11	2.224000	4.129543	0.321159
12	2.049652	3.594616	0.273858
13	1.786887	2.925750	0.150039
14	3.156308	3.172836	0.386016
15	2.432168	2.070712	0.248313
16	2.240924	1.712263	0.184324
17	2.029537	1.818406	0.247548
18	1.682086	0.944143	0.238453
19	3.643991	3.141002	0.161037
20	2.748591	1.722157	0.224024
21	2.340253	1.141540	0.199258
0	0.032800	0.031365	0.003679
1	0.029297	0.029275	0.002097
2	0.029401	0.031159	0.001177
3	0.031866	0.031589	0.002611
4	0.035209	0.030854	0.002045
5	0.028017	0.023381	0.003695
6	0.025530	0.023439	0.006040
7	2.214423	3.051811	0.375240
8	2.026052	2.663114	0.289132
9	1.272089	2.046024	0.155293
10	1.084334	1.602854	0.147546
11	0.894315	1.525504	0.135679
12	0.770806	1.373644	0.137235
13	0.601315	1.027624	0.087893
14	1.573907	1.538983	0.163052
15	0.977048	0.765079	0.106620
16	0.841495	0.768815	0.087789
17	0.702801	0.747487	0.129293
18	0.501110	0.358885	0.136014
19	1.816498	1.434984	0.079123
20	1.084271	0.718480	0.118580
21	0.808618	0.460747	0.102930
0	0.038000	0.032334	0.002458
1	0.037398	0.036822	0.001653
2	0.037906	0.042344	0.001221
3	0.039242	0.041997	0.002797
4	0.040863	0.040007	0.001918
5	0.037307	0.029945	0.005715
6	0.036652	0.029258	0.009045
7	1.859800	2.873032	0.211334
8	1.729248	3.160872	0.242978
9	1.182206	1.685107	0.124659
10	1.037848	1.373266	0.128003
11	0.887051	1.154263	0.115141
12	0.785894	0.849114	0.116463
13	0.641858	0.794385	0.071912
14	1.429438	1.122533	0.175402
15	0.968891	0.534028	0.136913
16	0.857922	0.662108	0.117213
17	0.740889	0.652016	0.159670
18	0.562253	0.544577	0.191703
19	1.648783	1.173511	0.081948
20	1.082137	0.461246	0.153628
21	0.852222	0.705011	0.161998
0	0.092850	0.090042	0.013699
