0	0.071686	0.063157	0.008206
1	0.071686	0.068380	0.005265
2	0.071686	0.076369	0.004719
3	0.071686	0.075125	0.007781
4	0.071686	0.072880	0.004744
5	0.057998	0.047835	0.008412
6	0.045653	0.055188	0.013022
7	1.971084	12.558200	3.093534
8	1.971084	5.548872	1.004980
9	1.971084	6.432999	0.802000
10	1.971084	5.675660	0.713138
11	1.971084	5.558109	0.712957
12	1.971084	4.266385	0.507604
13	1.971084	4.383267	0.409496
14	2.149275	2.711953	0.361372
15	2.149275	1.837201	0.205482
16	2.149275	1.514224	0.155414
17	2.149275	1.645626	0.231667
18	2.149275	1.682033	0.296728
19	2.474161	2.854629	0.170940
20	2.474161	1.775434	0.227205
21	2.474161	2.456891	0.270112
